trial_id,plot_id,rep,crop,variety,yield_part,yield,yield_moisture,yield_isfresh,yield_marketable,dataset_id,record_id,on_farm,is_survey,country,location,longitude,latitude,geo_from_source,elevation,planting_date,harvest_date,N_fertilizer,P_fertilizer,K_fertilizer,irrigated
RWIMFO_Patacancha_Mother,39,3,potato,CIP399062.108,tubers,26667,,TRUE,15000,doi_10.21223_P3_RWIMFO,87,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Patacancha_Mother,40,3,potato,CIP399062.119,tubers,25000,,TRUE,13333,doi_10.21223_P3_RWIMFO,88,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Patacancha_Mother,41,3,potato,CIP399048.39,tubers,45000,,TRUE,21667,doi_10.21223_P3_RWIMFO,89,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Patacancha_Mother,42,3,potato,CIP399001.16,tubers,35000,,TRUE,18333,doi_10.21223_P3_RWIMFO,90,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Patacancha_Mother,43,3,potato,CIP399072.28,tubers,36667,,TRUE,20000,doi_10.21223_P3_RWIMFO,91,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Patacancha_Mother,44,3,potato,CIP399049.14,tubers,45000,,TRUE,23333,doi_10.21223_P3_RWIMFO,92,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Patacancha_Mother,45,3,potato,CIP399049.16,tubers,45000,,TRUE,21667,doi_10.21223_P3_RWIMFO,93,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Patacancha_Mother,46,3,potato,CIP399049.22,tubers,30000,,TRUE,16667,doi_10.21223_P3_RWIMFO,94,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Patacancha_Mother,47,3,potato,CIP399075.22,tubers,25000,,TRUE,15000,doi_10.21223_P3_RWIMFO,95,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Patacancha_Mother,48,3,potato,Huayro,tubers,11667,,TRUE,6667,doi_10.21223_P3_RWIMFO,96,TRUE,FALSE,Peru,Patacancha,-72.18757,-13.14994,TRUE,4121,2009-11-10,2010-05-12,,,,
RWIMFO_Yanamayo_Baby,1,1,potato,CIP399054.1,tubers,26666.67,,TRUE,10000,doi_10.21223_P3_RWIMFO,97,TRUE,FALSE,Peru,Yanamayo,-72.26289,-13.25588,TRUE,2906,2009-09-19,2010-05-13,,,,
RWIMFO_Yanamayo_Baby,2,1,potato,CIP399090.48,tubers,36666.67,,TRUE,10000,doi_10.21223_P3_RWIMFO,98,TRUE,FALSE,Peru,Yanamayo,-72.26289,-13.25588,TRUE,2906,2009-09-19,2010-05-13,,,,
RWIMFO_Yanamayo_Baby,3,1,potato,CIP399052.3,tubers,20000,,TRUE,13333.333,doi_10.21223_P3_RWIMFO,99,TRUE,FALSE,Peru,Yanamayo,-72.26289,-13.25588,TRUE,2906,2009-09-19,2010-05-13,,,,
RWIMFO_Yanamayo_Baby,4,1,potato,CIP399053.11,tubers,26666.67,,TRUE,20000,doi_10.21223_P3_RWIMFO,100,TRUE,FALSE,Peru,Yanamayo,-72.26289,-13.25588,TRUE,2906,2009-09-19,2010-05-13,,,,
RWIMFO_Yanamayo_Baby,5,1,potato,CIP399053.12,tubers,16666.67,,TRUE,10000,doi_10.21223_P3_RWIMFO,101,TRUE,FALSE,Peru,Yanamayo,-72.26289,-13.25588,TRUE,2906,2009-09-19,2010-05-13,,,,
RWIMFO_Yanamayo_Baby,6,1,potato,CIP399058.12,tubers,20000,,TRUE,13333.333,doi_10.21223_P3_RWIMFO,102,TRUE,FALSE,Peru,Yanamayo,-72.26289,-13.25588,TRUE,2906,2009-09-19,2010-05-13,,,,
RWIMFO_Yanamayo_Baby,7,1,potato,CIP399062.108,tubers,13333.33,,TRUE,10000,doi_10.21223_P3_RWIMFO,103,TRUE,FALSE,Peru,Yanamayo,-72.26289,-13.25588,TRUE,2906,2009-09-19,2010-05-13,,,,
